exp_name,mode,ring_type,fold,task,input_type,dataset_task,method_name,epochs,lr,criterion,batch_size,sample_len,mae_with_std,rmse_with_std,mape_with_std,pearson_with_std
inception-time-ring1-rr-motion-ir,test,ring1,Fold-3,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,10,3.76±0.99,4.79±3.09,22.16±6.24,-0.38±0.33
inception-time-ring1-rr-motion-ir,test,ring1,Fold-4,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,7,8.67±0.91,8.95±3.88,36.37±2.41,0.79±0.28
inception-time-ring1-rr-motion-ir,test,ring1,Fold-5,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,8,4.08±1.32,5.37±3.97,38.33±21.16,0.67±0.30
inception-time-ring1-rr-motion-ir,test,ring1,all-folds,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,59,4.79±0.45,5.89±2.34,24.04±3.30,-0.07±0.13
inceptiontime-ring1-spo2-spo2-irred,5fold,ring1,Fold-1,spo2,"['ir-filtered', 'red-filtered']",['spo2'],inception_time,200,0.001,mse,128,34,4.10±0.49,4.97±2.23,4.36±0.51,0.18±0.17
inceptiontime-ring1-spo2-spo2-irred,5fold,ring1,Fold-2,spo2,"['ir-filtered', 'red-filtered']",['spo2'],inception_time,200,0.001,mse,128,33,4.44±0.72,6.01±3.19,4.99±0.87,-0.04±0.18
inceptiontime-ring1-spo2-spo2-irred,5fold,ring1,Fold-1,spo2,"['ir-filtered', 'red-filtered']",['spo2'],inception_time,200,0.001,mse,128,34,4.10±0.49,4.97±2.23,4.36±0.51,0.18±0.17
inceptiontime-ring1-spo2-spo2-irred,5fold,ring1,Fold-2,spo2,"['ir-filtered', 'red-filtered']",['spo2'],inception_time,200,0.001,mse,128,33,4.44±0.72,6.01±3.19,4.99±0.87,-0.04±0.18
transformer-ring1-spo2-spo2-irred,5fold,ring1,Fold-1,spo2,"['ir-filtered', 'red-filtered']",['spo2'],transformer,200,0.001,mse,16,34,3.88±0.41,4.54±1.97,4.24±0.47,-0.31±0.17
transformer-ring1-spo2-spo2-irred,5fold,ring1,Fold-2,spo2,"['ir-filtered', 'red-filtered']",['spo2'],transformer,200,0.001,mse,16,33,3.90±0.77,5.86±3.37,4.49±0.95,0.01±0.18
transformer-ring1-spo2-spo2-irred,5fold,ring1,Fold-1,spo2,"['ir-filtered', 'red-filtered']",['spo2'],transformer,200,0.001,mse,16,34,3.88±0.41,4.54±1.97,4.24±0.47,-0.31±0.17
transformer-ring1-spo2-spo2-irred,5fold,ring1,Fold-2,spo2,"['ir-filtered', 'red-filtered']",['spo2'],transformer,200,0.001,mse,16,33,3.90±0.77,5.86±3.37,4.49±0.95,0.01±0.18
resnet-ring2-samsung_hr-motion-ir,test,ring2,Fold-1,samsung_hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,2,17.75±8.55,19.71±17.42,20.80±9.44,-1.00±inf
resnet-ring2-samsung_hr-motion-ir,test,ring2,Fold-2,samsung_hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,2,20.42±20.02,28.60±28.59,18.16±17.63,-1.00±inf
resnet-ring2-samsung_hr-motion-ir,test,ring2,Fold-1,samsung_hr_com,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,2,14.00±11.00,17.80±17.55,16.22±12.52,-1.00±inf
resnet-ring2-samsung_hr-motion-ir,test,ring2,Fold-2,samsung_hr_com,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,2,55.33±15.33,57.42±41.19,65.23±29.83,1.00±inf
inception-time-ring2-hr-all-ir,5fold,ring2,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,115,9.15±0.42,10.21±3.01,10.84±0.46,0.24±0.09
inception-time-ring2-hr-all-ir,5fold,ring2,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,81,9.04±1.00,12.74±6.28,10.71±1.06,0.00±0.11
inception-time-ring2-hr-all-ir,5fold,ring2,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,104,10.34±0.78,13.03±5.37,15.29±1.61,-0.04±0.10
inception-time-ring2-hr-all-ir,5fold,ring2,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,34,23.14±2.12,26.14±10.80,21.92±1.83,-0.19±0.17
inception-time-ring2-hr-all-ir,5fold,ring2,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,95,7.63±0.78,10.72±4.53,9.86±0.88,0.04±0.10
inception-time-ring2-hr-all-ir,5fold,ring2,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,429,10.19±0.42,13.39±4.04,12.55±0.54,0.29±0.05
inception-time-ring2-hr-all-ir,5fold,ring2,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,115,9.15±0.42,10.21±3.01,10.84±0.46,0.24±0.09
inception-time-ring2-hr-all-ir,5fold,ring2,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,81,9.04±1.00,12.74±6.28,10.71±1.06,0.00±0.11
inception-time-ring2-hr-all-ir,5fold,ring2,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,104,10.34±0.78,13.03±5.37,15.29±1.61,-0.04±0.10
inception-time-ring2-hr-all-ir,5fold,ring2,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,34,23.14±2.12,26.14±10.80,21.92±1.83,-0.19±0.17
inception-time-ring2-hr-all-ir,5fold,ring2,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,95,7.63±0.78,10.72±4.53,9.86±0.88,0.04±0.10
inception-time-ring2-hr-all-ir,5fold,ring2,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,429,10.19±0.42,13.39±4.04,12.55±0.54,0.29±0.05
inception-time-ring2-hr-all-ir,test,ring2,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,115,9.15±0.42,10.21±3.01,10.84±0.46,0.24±0.09
inception-time-ring2-hr-all-ir,test,ring2,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,81,9.04±1.00,12.74±6.28,10.71±1.06,0.00±0.11
inception-time-ring2-hr-all-ir,test,ring2,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,104,10.34±0.78,13.03±5.37,15.29±1.61,-0.04±0.10
inception-time-ring2-hr-all-ir,test,ring2,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,34,23.14±2.12,26.14±10.80,21.92±1.83,-0.19±0.17
inception-time-ring2-hr-all-ir,test,ring2,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,95,7.63±0.78,10.72±4.53,9.86±0.88,0.04±0.10
inception-time-ring2-hr-all-ir,test,ring2,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,429,10.19±0.42,13.39±4.04,12.55±0.54,0.29±0.05
inception-time-ring1-rr-stationary-ir,test,ring1,Fold-1,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,168,2.43±0.16,3.23±1.19,16.10±1.63,-0.10±0.08
inception-time-ring1-rr-stationary-ir,test,ring1,Fold-2,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,72,4.01±0.28,4.67±1.68,21.50±2.56,0.13±0.12
inception-time-ring1-rr-stationary-ir,test,ring1,Fold-3,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,94,2.30±0.18,2.87±1.19,14.50±1.08,0.11±0.10
inception-time-ring1-rr-stationary-ir,test,ring1,Fold-4,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,54,3.83±0.23,4.18±1.40,20.28±1.01,0.01±0.14
inception-time-ring1-rr-stationary-ir,test,ring1,Fold-5,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,87,4.70±0.28,5.37±1.87,34.61±2.73,0.37±0.10
inception-time-ring1-rr-stationary-ir,test,ring1,all-folds,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,475,3.22±0.11,3.99±1.02,20.47±0.94,-0.19±0.05
inceptiontime-ring2-bp-all-irred,5fold,ring2,Fold-1,BP_sys,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,4,99.64±9.06,100.87±42.49,88.26±0.76,0.64±0.54
inceptiontime-ring2-bp-all-irred,5fold,ring2,Fold-1,BP_sys,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,4,99.64±9.06,100.87±42.49,88.26±0.76,0.64±0.54
transformer-ring2-samsung_hr-all-ir,test,ring2,Fold-1,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,9,9.44±1.33,10.16±4.93,10.79±1.39,0.40±0.35
transformer-ring2-samsung_hr-all-ir,test,ring2,Fold-2,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,11,12.68±3.62,17.09±11.82,13.60±3.17,-0.31±0.32
transformer-ring2-samsung_hr-all-ir,test,ring2,Fold-1,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,9,4.87±2.56,8.73±8.29,5.69±2.95,0.28±0.36
transformer-ring2-samsung_hr-all-ir,test,ring2,Fold-2,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,11,13.43±6.65,24.94±21.44,16.47±8.43,0.57±0.27
inception-time-ring1-hr-motion-ir,test,ring1,Fold-1,hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,22,15.84±2.19,18.75±8.69,18.57±2.43,-0.68±0.16
inception-time-ring1-hr-motion-ir,test,ring1,Fold-2,hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,10,24.54±5.83,30.14±16.18,23.45±5.15,0.02±0.35
inception-time-ring1-hr-motion-ir,test,ring1,Fold-3,hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,10,20.73±3.72,23.55±12.52,40.19±9.48,-0.42±0.32
inception-time-ring1-hr-motion-ir,test,ring1,Fold-4,hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,7,33.08±4.25,34.69±17.13,29.04±2.67,-0.22±0.44
inception-time-ring1-hr-motion-ir,test,ring1,Fold-5,hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,8,22.86±1.67,23.28±8.49,26.67±1.50,0.23±0.40
inception-time-ring1-hr-motion-ir,test,ring1,all-folds,hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,57,21.33±1.70,24.82±8.88,25.64±2.31,-0.08±0.13
inception-time-ring2-oura_hr-stationary-ir,test,ring2,Fold-1,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,13,12.44±1.75,13.84±6.33,14.12±1.88,-0.18±0.30
inception-time-ring2-oura_hr-stationary-ir,test,ring2,Fold-2,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,20,7.10±1.09,8.55±4.28,9.01±1.54,0.13±0.23
inception-time-ring2-oura_hr-stationary-ir,test,ring2,Fold-1,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,13,6.73±1.70,8.93±5.29,7.99±2.02,0.77±0.19
inception-time-ring2-oura_hr-stationary-ir,test,ring2,Fold-2,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,20,2.96±0.44,3.52±1.89,3.69±0.58,0.92±0.09
transformer-ring1-samsung_hr-all-ir,test,ring1,Fold-1,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,13,5.48±1.43,7.40±5.44,6.82±2.08,-0.22±0.29
transformer-ring1-samsung_hr-all-ir,test,ring1,Fold-2,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,11,11.49±2.57,14.08±9.81,13.04±2.21,0.34±0.31
transformer-ring1-samsung_hr-all-ir,test,ring1,Fold-1,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,13,8.89±5.15,19.94±18.51,11.93±7.47,-0.63±0.23
transformer-ring1-samsung_hr-all-ir,test,ring1,Fold-2,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,11,13.43±6.65,24.94±21.44,16.47±8.43,0.57±0.27
fft-motion,test,ring2,,hr,['ir-filtered'],"['deepsquat', 'striding']",fft,200,0.001,mse,128,42,39.73±3.96,47.14±19.25,42.67±3.09,-0.17±0.16
fft-motion,test,ring1,,hr,['ir-filtered'],"['deepsquat', 'striding']",fft,200,0.001,mse,128,57,36.72±3.14,43.61±15.71,40.08±2.79,0.05±0.13
fft-motion,test,ring2,,samsung_hr,['ir-filtered'],"['deepsquat', 'striding']",fft,200,0.001,mse,128,6,55.87±7.99,58.65±29.74,56.19±4.16,0.07±0.50
fft-motion,test,ring1,,samsung_hr,['ir-filtered'],"['deepsquat', 'striding']",fft,200,0.001,mse,128,7,45.83±9.69,51.61±31.39,46.85±6.55,-0.24±0.43
fft-motion,test,ring2,,oura_hr,['ir-filtered'],"['deepsquat', 'striding']",fft,200,0.001,mse,128,6,55.87±7.99,58.65±29.74,56.19±4.16,0.07±0.50
fft-motion,test,ring1,,oura_hr,['ir-filtered'],"['deepsquat', 'striding']",fft,200,0.001,mse,128,7,45.83±9.69,51.61±31.39,46.85±6.55,-0.24±0.43
fft-motion,test,ring2,,samsung_hr_com,['ir-filtered'],"['deepsquat', 'striding']",fft,200,0.001,mse,128,6,39.87±10.55,46.33±29.34,42.57±13.30,0.56±0.41
fft-motion,test,ring1,,samsung_hr_com,['ir-filtered'],"['deepsquat', 'striding']",fft,200,0.001,mse,128,7,43.72±9.72,49.78±28.28,50.50±13.76,0.44±0.40
fft-motion,test,ring2,,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",fft,200,0.001,mse,128,1,6.85±nan,6.85±nan,112.20±nan,0.00±inf
fft-motion,test,ring1,,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",fft,200,0.001,mse,128,19,6.11±0.72,6.83±3.28,34.21±3.78,0.08±0.24
fft-motion,test,ring2,,oura_hr_com,['ir-filtered'],"['deepsquat', 'striding']",fft,200,0.001,mse,128,6,43.20±4.56,44.39±19.12,47.82±8.20,0.91±0.21
fft-motion,test,ring1,,oura_hr_com,['ir-filtered'],"['deepsquat', 'striding']",fft,200,0.001,mse,128,7,39.62±5.26,41.66±19.69,44.80±7.56,0.71±0.32
